Facility Name,Registration No,License Number,Ownership,License Type,Establishment Year,Street,County,Licence Status,Facility Status,Valid Till
EMBU TUMAINI MEDICAL SERVICES,PPB/E/1474,BU202605847,SOLE PROPRIETOR,HOSPITAL,2023,KUBUKUBU ROAD,Embu,VALID,ACTIVE,2026-12-31
EQUITY AFIA ROYSAMBU,PPB/E/1445,BU202604871,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,KAMITI ROAD,Nairobi,VALID,ACTIVE,2026-12-31
KAPKOLEI HEALTH CARE CENTRE,PPB/K/7515,BU202606385,PARTNERSHIP,HOSPITAL,2016,KAPSABET MAIN,,VALID,ACTIVE,2026-12-31
SYNERGY CLINICS LIMITED (Kisumu),PPB/S/9020,BU202605848,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,KISUMU/MUNICIPALITY/ BLOCK 4/ 101,Kisumu,VALID,ACTIVE,2026-12-31
3RD PARK HOSPITAL LTD,PPB/3/4,BU202601556,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,3RD PARKLANDS AVENUE,Nairobi,VALID,ACTIVE,2026-12-31
"AAR  HEALTHCARE LTD-MACHAKOS STREET, MOMBASA (Mombasa)",PPB/A/191,BU202606358,PRIVATE COMPANY (LIMITED),HOSPITAL,2013,MACHAKOS STREET,Mombasa,VALID,ACTIVE,2026-12-31
AAR CITY CENTER CLINIC (Nairobi),PPB/A/190,BU202604964,PARTNERSHIP,HOSPITAL,2014,,Nairobi,VALID,ACTIVE,2026-12-31
AAR EMBAKASI HEALTH CENTRE (Nairobi),PPB/A/478,BU202601593,PRIVATE COMPANY (LIMITED),HOSPITAL,2004,EMBAKASI,Nairobi,VALID,ACTIVE,2026-12-31
AAR HEALTH CARE LTD - DONHOLM (Nairobi),PPB/A/478 B,BU202603092,PRIVATE COMPANY (LIMITED),HOSPITAL,2015,OUTERING ROAD,Nairobi,VALID,ACTIVE,2026-12-31
AAR HEALTHCARE -SARIT (Nairobi),PPB/A/00,BU202601613,PRIVATE COMPANY (LIMITED),HOSPITAL,2003,,Nairobi,VALID,ACTIVE,2026-12-31
AAR HEALTHCARE HOLDINGS LTD - RUAKA (Kiambu),PPB/A/1653,BU202601053,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,LIMURU ROAD,Kiambu,VALID,ACTIVE,2026-12-31
AAR HEALTHCARE KENYA LIMTED - SYOKIMAU (Machakos),PPB/A/1948,BU202600142,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,MOMBASA ROAD,Machakos,VALID,ACTIVE,2026-12-31
AAR HEALTHCARE KENYA LTD LAVINGTON (Nairobi),PPB/A/1918,BU202601057,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,GITANGA ROAD,Nairobi,VALID,ACTIVE,2026-12-31
AAR HEALTHCARE KENYA LTD-BURUBURU OPC (Nairobi),PPB/A/1736,BU202601058,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,MUMIAS SOUTH ROAD,Nairobi,VALID,ACTIVE,2026-12-31
AAR HEALTHCARE KENYA LTD-SOUTH C (Nairobi),PPB/A/1849,BU202606359,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,OLE SHAPARA AVENUE,Nairobi,VALID,ACTIVE,2026-12-31
AAR HEALTHCARE LTD - KISUMU (Kisumu),PPB/A/190E,BU202601056,PRIVATE COMPANY (LIMITED),HOSPITAL,2013,OGINGA ODINGA ROAD,Kisumu,VALID,ACTIVE,2026-12-31
AAR HEALTHCARE LTD ELDORET (Uasin Gishu),PPB/A/347,BU202605849,PRIVATE COMPANY (LIMITED),HOSPITAL,2014,,Uasin Gishu,VALID,ACTIVE,2026-12-31
AAR HEALTHCARE LTD NAKURU (Nakuru),PPB/A/190A,BU202601051,PRIVATE COMPANY (LIMITED),HOSPITAL,2014,,Nakuru,VALID,ACTIVE,2026-12-31
AAR HEALTHCARE LTD WILLIAMSON HOUSE  (Nairobi),PPB/A/174 C,BU202601048,PARTNERSHIP,HOSPITAL,1984,4TH NGONG AVENUE,Nairobi,VALID,ACTIVE,2026-12-31
AAR HEALTHCARE LTD-KAREN (Nairobi),PPB/A/387,BU202601590,PRIVATE COMPANY (LIMITED),HOSPITAL,2012,LANGATA RD,Nairobi,VALID,ACTIVE,2026-12-31
AAR HEALTHCARE LTD-ROYSAMBU (Nairobi),PPB/A/ 190 E,BU202601055,PRIVATE COMPANY (LIMITED),HOSPITAL,2014,ROYSAMBU ST.,Nairobi,VALID,ACTIVE,2026-12-31
AAR HEALTHCARE ONGATA RONGAI HEALTH CENTRE,PPB/A/2909,BU202601596,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,NGONG/ONGATA RONGAI,Kajiado,VALID,ACTIVE,2026-12-31
AAR HEALTHCARE THIKA OUTPATIENT CENTRE,PPB/A/3212,BU202601046,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,KENYATTA AVENUE-THIKA,,VALID,ACTIVE,2026-12-31
AAR HEALTHCARE UTAWALA OUTPATIENT CENTRE,PPB/A/3202,BU202601559,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,EASTERN BYPASS,,VALID,ACTIVE,2026-12-31
AAR HEALTHCARE(K)  LIMITED -KITENGELA OUTPATIENT CENTRE (Kajiado),PPB/A/1692,BU202603061,PRIVATE COMPANY (LIMITED),HOSPITAL,2016,NAIROBI-NAMANGA ROAD,Kajiado,VALID,ACTIVE,2026-12-31
AAR HEALTHCARE-KAMAKIS OUTPATIENT CENTRE,PPB/A/3223,BU202600143,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,EASTERN BY-PASS RUIRU,,VALID,ACTIVE,2026-12-31
AAR HEALTHCARE-NAKURU SECTION 58 OUTPATIENT CENTRE,PPB/A/3211,BU202600144,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,ALONG OGINGA ODINGA STREET,,VALID,ACTIVE,2026-12-31
AAR HEALTHCARE-UNITED MALL OUTPATIENT CENTRE,PPB/A/3081,BU202601060,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,JOMO KENYATTA HIGHWAY,Kisumu,VALID,ACTIVE,2026-12-31
AAR HEALTHCENTRE ADAMS (Nairobi),PPB/A/387,BU202600145,PRIVATE COMPANY (LIMITED),HOSPITAL,2014,,Nairobi,VALID,ACTIVE,2026-12-31
AAR HOSPITAL LIMITED-MUTHAIGA (Nairobi),PPB/A/2011,BU202600129,PRIVATE COMPANY (LIMITED),HOSPITAL,2016,KIAMBU ROAD,Nairobi,VALID,ACTIVE,2026-12-31
AAR MOUNTAIN MALL HEALTH CENTRE (Nairobi),PPB/A/478 A,BU202606360,PRIVATE COMPANY (LIMITED),HOSPITAL,2004,THIKA RD,Nairobi,VALID,ACTIVE,2026-12-31
AAR NGONG CLINIC (Kajiado),PPB/A/1576,BU202601054,PRIVATE COMPANY (LIMITED),HOSPITAL,2015,NGONG ROAD,Kajiado,VALID,ACTIVE,2026-12-31
ABDUL- AZIZ MEDICAL CENTRE,PPB/A/3258,BU202605047,SOLE PROPRIETOR,HOSPITAL,2022,WAJIR NAIROBI ROAD,,VALID,ACTIVE,2026-12-31
ACE NORTHERN HOSPITAL LTD,PPB/A/2875,BU202603584,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,MOMBASA -MALINDI HIGHWAY,Mombasa,VALID,ACTIVE,2026-12-31
ACELA COMMUNITY CLINIC  LIMITED,PPB/A/2109,BU202607047,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,USENGE ROAD,Siaya,VALID,ACTIVE,2026-12-31
ACHANGOO PHARMACY,PPB/A/3164,BU202607785,PARTNERSHIP,HOSPITAL,2024,OBUNGA,,VALID,ACTIVE,2026-12-31
ADVENT MED AND DENT CARE CENTER  (Nakuru),PPB/A/2006,BU202604598,PRIVATE COMPANY (LIMITED),HOSPITAL,2013,TOM MBOYA,Nakuru,VALID,ACTIVE,2026-12-31
AFLAH MEDICAL CENTER (Lamu),PPB/A/2035,BU202605013,PARTNERSHIP,HOSPITAL,2019,MUKOWE -JETTY ROAD,Lamu,VALID,ACTIVE,2026-12-31
AFRICA MUSLIMS AGENCY HEALTH CENTRE THIKA (Kiambu),PPB/A/1983,BU202607103,PRIVATE COMPANY (LIMITED),HOSPITAL,1992,GARISSA NAIROBI ROAD,Kiambu,VALID,ACTIVE,2026-12-31
AFRICARE DISTRIBUTORS KIAMBERE RD,PPB/A/3087,BU202601621,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,KIAMBERE ROAD,Nairobi,VALID,ACTIVE,2026-12-31
AFRIHOSPITAL HOLDINGS LIMITED - PARKLANDS BRANCH,PPB/A/3251,BU202604872,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,LIMURU ROAD,,VALID,ACTIVE,2026-12-31
AFRIHOSPITAL HOLDINGS LIMITED -KISUMU,PPB/A/3260,BU202601663,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,JOMO  KENYATTA HIGHWAY,,VALID,ACTIVE,2026-12-31
AFRIHOSPITAL HOLDINGS LIMITED-MOMBASA .,PPB/A/3411,BU202607534,PRIVATE COMPANY (LIMITED),HOSPITAL,2025,NYERERE ROAD,,VALID,ACTIVE,2026-12-31
AFYA FIRST MEDICAL CENTRE (Mombasa),PPB/A/400,BU202604873,PRIVATE COMPANY (LIMITED),HOSPITAL,2012,SWALEH NGURU RD,Mombasa,VALID,ACTIVE,2026-12-31
AFYA INTERNATIONAL HOSPITAL (Kilifi),PPB/A/1616,BU202600127,PRIVATE COMPANY (LIMITED),HOSPITAL,2015,SULI-SULI MTANGANI,Kilifi,VALID,ACTIVE,2026-12-31
AFYA NURSING HOME LIMITED (Marsabit),PPB/A/1917,BU202607487,PRIVATE COMPANY (LIMITED),HOSPITAL,2012,MOYALE ROAD,Marsabit,VALID,ACTIVE,2026-12-31
AFYAHUB MEDICAL CENTRE,PPB/A/3103,BU202601102,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,KIKUYU RD,Nairobi,VALID,ACTIVE,2026-12-31
AFYALANE MEDICAL CENTRE LIMITED (Nakuru),PPB/A/3008,BU202601107,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,NAKURU-NAIROBI HIGHWAY,Nakuru,VALID,ACTIVE,2026-12-31
AGA KHAN HEALTH SERVICES - BUNGOMA (Bungoma),PPB/A/457 C,BU202605850,PRIVATE COMPANY (LIMITED),HOSPITAL,2013,MUMIAS RD,Bungoma,VALID,ACTIVE,2026-12-31
AGA KHAN HEALTH SERVICES - KERICHO (Kericho),PPB/A/457 B,BU202604874,PRIVATE COMPANY (LIMITED),HOSPITAL,2013,TEMPLE RD,Kericho,VALID,ACTIVE,2026-12-31
AGA KHAN HEALTH SERVICES -BAMBURI-MWISHO (Mombasa),PPB/A/1893,BU202602665,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,OLD MALINDI ROAD,Mombasa,VALID,ACTIVE,2026-12-31
AGA KHAN HEALTH SERVICES KENYA- CHANGAMWE  (Mombasa),PPB/A/1565,BU202602647,PRIVATE COMPANY (LIMITED),HOSPITAL,2015,OLD NAIROBI-MOMBASA ROAD,Mombasa,VALID,ACTIVE,2026-12-31
AGA KHAN HEALTH SERVICES VOI TOWN (Taita Taveta),PPB/A/1884,BU202602661,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,VOI ROAD,Taita Taveta,VALID,ACTIVE,2026-12-31
"AGA KHAN HEALTH SERVICES,KENYA - MALINDI (Kilifi)",PPB/A/397 \\\'D\\\',BU202602666,PRIVATE COMPANY (LIMITED),HOSPITAL,2009,,Kilifi,VALID,ACTIVE,2026-12-31
"AGA KHAN HEALTH SERVICES,KENYA - NYALI MEDICAL CENTRE (Mombasa)",PPB/T/133C,BU202602668,PARTNERSHIP,HOSPITAL,2013,LINKS RD,Mombasa,VALID,ACTIVE,2026-12-31
"AGA KHAN HEALTH SERVICES,KENYA -ELDORET (Uasin Gishu)",PPB/A/198 \\\'F,BU202604875,PRIVATE COMPANY (LIMITED),HOSPITAL,1996,,Uasin Gishu,VALID,ACTIVE,2026-12-31
AGA KHAN HEALTH SERVICES-KITALE (Trans Nzoia),PPB/A/457 A,BU202604876,PRIVATE COMPANY (LIMITED),HOSPITAL,1914,COUNTY COMMISSIONERS,Trans Nzoia,VALID,ACTIVE,2026-12-31
AGA KHAN HEALTH SERVICES-MOMBASA (Mombasa),PPB/T/133,BU202602232,PRIVATE COMPANY (LIMITED),HOSPITAL,2013,VANGA ROAD,Mombasa,VALID,ACTIVE,2026-12-31
AGA KHAN HEALTH SERVICES-THIKA (Kiambu),PPB/A/1774,BU202602643,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,HAILE SELASSIE ST/ ALONG THIWASCO RD,Kiambu,VALID,ACTIVE,2026-12-31
AGA KHAN HEALTH SERVICES-UKUNDA MEDICAL CENTRE (Kwale),PPB/A/1730,BU202602667,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,"BEACH ROAD, DIANI",Kwale,VALID,ACTIVE,2026-12-31
"AGA KHAN HEALTHCARE SERVICE, KUZE MEDICAL CENTRE (Mombasa)",PPB/A/1916,BU202602646,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,KUZE ROAD,Mombasa,VALID,ACTIVE,2026-12-31
"AGA KHAN HOSPITAL ,KIMILILI MEDICAL CENTRE",PPB/A/3184,BU202604877,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,POSTA ROAD,,VALID,ACTIVE,2026-12-31
AGA KHAN HOSPITAL KISUMU - NYAMIRA MEDICAL CENTRE,PPB/A/3245,BU202604515,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,TENTE/ NYABITE ROAD,,VALID,ACTIVE,2026-12-31
AGA KHAN HOSPITAL MWATATE MEDICAL CENTRE,PPB/A/2977,BU202602884,PRIVATE COMPANY (LIMITED),HOSPITAL,1986,MARKET ROAD,Taita Taveta,VALID,ACTIVE,2026-12-31
AGA KHAN HOSPITAL-VALLEY ARCADE CLINIC (Nairobi),PPB/A/397,BU202602636,PRIVATE COMPANY (LIMITED),HOSPITAL,1914,GITANGA RD,Nairobi,VALID,ACTIVE,2026-12-31
AGA KHAN MEDICAL CENTRE HOLA,PPB/A/3086,BU202602616,PARTNERSHIP,HOSPITAL,1983,OFF ODM ROAD,Tana River,VALID,ACTIVE,2026-12-31
AGA KHAN MEDICAL CENTRE-BOMBOLULU,PPB/A/3291,BU202602883,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,MOMBASA-MALINDI ROAD,,VALID,ACTIVE,2026-12-31
AGA KHAN MEDICAL CENTRE-LIKONI,PPB/A/3292,BU202602651,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,LIKONI-UKUNDA ROAD,,VALID,ACTIVE,2026-12-31
AGA KHAN UNIVERSITY HOSPITAL - KOMAROCK (Nairobi),PPB/A/1675,BU202602650,PRIVATE COMPANY (LIMITED),HOSPITAL,2016,OFF KANGUNDO ROAD,Nairobi,VALID,ACTIVE,2026-12-31
AGA KHAN UNIVERSITY HOSPITAL - MERU (Meru),PPB/A/198,BU202602633,PRIVATE COMPANY (LIMITED),HOSPITAL,1996,,Meru,VALID,ACTIVE,2026-12-31
AGA KHAN UNIVERSITY HOSPITAL - MOUNTAIN VIEW (Nairobi),PPB/A/2885,BU202602648,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,WAIYAKI WAY,Nairobi,VALID,ACTIVE,2026-12-31
AGA KHAN UNIVERSITY HOSPITAL - NGONG (Kajiado),PPB/A/397,BU202602659,PRIVATE COMPANY (LIMITED),HOSPITAL,1998,,Kajiado,VALID,ACTIVE,2026-12-31
AGA KHAN UNIVERSITY HOSPITAL - SYOKIMAU (Machakos),PPB/A/152 \'F,BU202602664,PRIVATE COMPANY (LIMITED),HOSPITAL,2004,,Machakos,VALID,ACTIVE,2026-12-31
AGA KHAN UNIVERSITY HOSPITAL - T-MALL (Nairobi),PPB/A/152 \'E,BU202602662,PRIVATE COMPANY (LIMITED),HOSPITAL,2003,,Nairobi,VALID,ACTIVE,2026-12-31
AGA KHAN UNIVERSITY HOSPITAL -PRESTIGE (Nairobi),PPB/A/198 \'D,BU202602634,PRIVATE COMPANY (LIMITED),HOSPITAL,2004,,Nairobi,VALID,ACTIVE,2026-12-31
AGA KHAN UNIVERSITY HOSPITAL MEDICAL CENTRE - MUTHITHI (Nairobi),PPB/A/152 B,BU202605851,PRIVATE COMPANY (LIMITED),HOSPITAL,1914,MUTHITHI RD,Nairobi,VALID,ACTIVE,2026-12-31
AGA KHAN UNIVERSITY HOSPITAL- EASTLEIGH (Nairobi),PPB/A/198,BU202604878,PRIVATE COMPANY (LIMITED),HOSPITAL,2006,GEN WARUINGE ST,Nairobi,VALID,ACTIVE,2026-12-31
AGA KHAN UNIVERSITY HOSPITAL-BURU BURU (Nairobi),PPB/A/198 B,BU202601709,PRIVATE COMPANY (LIMITED),HOSPITAL,1914,MUMIAS RD,Nairobi,VALID,ACTIVE,2026-12-31
AGA KHAN UNIVERSITY HOSPITAL-DONHOLM (Nairobi),PPB/A/198 J,BU202602652,PRIVATE COMPANY (LIMITED),HOSPITAL,1914,SAVANNAH RD,Nairobi,VALID,ACTIVE,2026-12-31
AGA KHAN UNIVERSITY HOSPITAL-EMBAKASI (Nairobi),PPB/A/198 M,BU202602656,PRIVATE COMPANY (LIMITED),HOSPITAL,1914,OUTERING RD,Nairobi,VALID,ACTIVE,2026-12-31
AGA KHAN UNIVERSITY HOSPITAL-EMBU (Nairobi),PPB/A/397,BU202601708,PRIVATE COMPANY (LIMITED),HOSPITAL,1914,KENYATTA AVE.,Embu,VALID,ACTIVE,2026-12-31
AGA KHAN UNIVERSITY HOSPITAL-JUBILEE EXCHANGE HSE (Nairobi),PPB/A/198 C,BU202602663,PRIVATE COMPANY (LIMITED),HOSPITAL,1914,MAMA NGINA ST,Nairobi,VALID,ACTIVE,2026-12-31
AGA KHAN UNIVERSITY HOSPITAL-KIAMBU (Kiambu),PPB/A/198 F,BU202602653,PRIVATE COMPANY (LIMITED),HOSPITAL,1914,BIASHARA ST,Kiambu,VALID,ACTIVE,2026-12-31
AGA KHAN UNIVERSITY HOSPITAL-KIKUYU (Kiambu),PPB/A/365,BU202602632,PRIVATE COMPANY (LIMITED),HOSPITAL,1914,KIKUYU,Kiambu,VALID,ACTIVE,2026-12-31
AGA KHAN UNIVERSITY HOSPITAL-KITENGELA (Kajiado),PPB//,BU202602654,PRIVATE COMPANY (LIMITED),HOSPITAL,1914,NAMANGA RD,Kajiado,VALID,ACTIVE,2026-12-31
AGA KHAN UNIVERSITY HOSPITAL-MACHAKOS (Machakos),PPB/A/397 C,BU202602655,PRIVATE COMPANY (LIMITED),HOSPITAL,1914,MULU PARK RD,Machakos,VALID,ACTIVE,2026-12-31
AGA KHAN UNIVERSITY HOSPITAL-NAIVASHA (Nakuru),PPB/A/190 J,BU202602657,PRIVATE COMPANY (LIMITED),HOSPITAL,1914,KANIU RD,Nakuru,VALID,ACTIVE,2026-12-31
AGA KHAN UNIVERSITY HOSPITAL-NAKURU EAST (Nakuru),PPB/A/189 I,BU202602658,PRIVATE COMPANY (LIMITED),HOSPITAL,1914,PANDIT NEHRU RD,Nakuru,VALID,ACTIVE,2026-12-31
AGA KHAN UNIVERSITY HOSPITAL-NAKURU WEST (Nakuru),PPB/A/198 G,BU202602638,PRIVATE COMPANY (LIMITED),HOSPITAL,1914,ELD-NAKURU HIGHWAY,Nakuru,VALID,ACTIVE,2026-12-31
AGA KHAN UNIVERSITY HOSPITAL-NANYUKI (Laikipia),PPB/A/397,BU202602639,PRIVATE COMPANY (LIMITED),HOSPITAL,1914,KENYATTA AVENUE,Laikipia,VALID,ACTIVE,2026-12-31
AGA KHAN UNIVERSITY HOSPITAL-NYAHURURU (Laikipia),PPB/A/397,BU202604879,PRIVATE COMPANY (LIMITED),HOSPITAL,1914,KENYATTA AVENUE,Laikipia,VALID,ACTIVE,2026-12-31
AGA KHAN UNIVERSITY HOSPITAL-NYERI (Nyeri),PPB/A/198 E,BU202602640,PRIVATE COMPANY (LIMITED),HOSPITAL,1914,KIMATHI ST,Nyeri,VALID,ACTIVE,2026-12-31
AGA KHAN UNIVERSITY HOSPITAL-ONGATA RONGAI (Kajiado),PPB/A/198 H,BU202602660,PRIVATE COMPANY (LIMITED),HOSPITAL,1914,MAGADI RD,Kajiado,VALID,ACTIVE,2026-12-31
AGAH KHAN UNIVERSITY HOSPITAL - RUAI (Kiambu),PPB/A/152 \'D,BU202603096,PRIVATE COMPANY (LIMITED),HOSPITAL,1995,,Nairobi,VALID,ACTIVE,2026-12-31
AGAKHAN HEALTH SERVICE KENYA LIMITED-ROYSAMBU. (Nairobi),PPB/A/1885,BU202604880,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,THIKA ROAD,Nairobi,VALID,ACTIVE,2026-12-31
AGAPE LIFECARE CENTRE,PPB/A/3355,BU202605852,SOLE PROPRIETOR,HOSPITAL,2025,SPINE ROAD,,VALID,ACTIVE,2026-12-31
AGISO HEALTH CARE (Homa Bay),PPB/A/3261,BU202605029,SOLE PROPRIETOR,HOSPITAL,2024,KAWAHINDI MASOGO ROAD,Homa Bay,VALID,ACTIVE,2026-12-31
AHERO MEDICAL CENTRE,PPB/A/2104,BU202603097,PARTNERSHIP,HOSPITAL,2021,AHERO KISUMU ROAD,Kisumu,VALID,ACTIVE,2026-12-31
AHF PARKLANDS CLINIC (Nairobi),PPB/A/1961,BU202607371,PRIVATE COMPANY (LIMITED),HOSPITAL,2014,3RD PARKLANDS,Nairobi,VALID,ACTIVE,2026-12-31
AHMADIYYA MUSLIM HOSPITAL,PPB/A/3252,BU202605293,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,SHIANDA-SHITOTO ROAD,,VALID,ACTIVE,2026-12-31
AIC CURE INTERNATIONAL CHILDRENS HOSPITAL KIJABE (Kiambu),PPB/A/410,BU202607374,PRIVATE COMPANY (LIMITED),HOSPITAL,1998,KIJABE,Kiambu,VALID,ACTIVE,2026-12-31
AIC GITHUMU MISSION HOSPITAL (Murang'a),PPB/A/1660,BU202607008,PRIVATE COMPANY (LIMITED),HOSPITAL,2014,KANDARA - KANGARI,Murang'a,VALID,ACTIVE,2026-12-31
AIC KAPSOWAR  MISSION HOSPITAL (Elgeyo Marakwet),PPB/A/1637,BU202607321,PRIVATE COMPANY (LIMITED),HOSPITAL,2016,KAPSOWAR ROAD,Elgeyo Marakwet,VALID,ACTIVE,2026-12-31
AIC KIJABE HOSPITAL (Kiambu),PPB/A/314,BU202602238,PRIVATE COMPANY (LIMITED),HOSPITAL,1950,MAI MAHIU RD,Kiambu,VALID,ACTIVE,2026-12-31
AIC KIJABE HOSPITAL- NAIVASHA MEDICAL CENTRE (Nakuru),PPB/A/2048,BU202606361,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,MAI MAHIU ROAD,Nakuru,VALID,ACTIVE,2026-12-31
AIC KJABE NAIROBI MEDICAL CENTRE (Nairobi),PPB/A/1700,BU202603080,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,LANTANA ROAD,Kiambu,VALID,ACTIVE,2026-12-31
AIDS HEALTHCARE FOUNDATION KENYA MATHARE CLINIC (Nairobi),PPB/A/1852,BU202601711,PRIVATE COMPANY (LIMITED),HOSPITAL,2014,JUJA ROAD,Nairobi,VALID,ACTIVE,2026-12-31
AIMA HOSPITAL LIMITED,PPB/A/2110,BU202603762,PARTNERSHIP,HOSPITAL,2022,SPINE ROADS KAYOLE,Nairobi,VALID,ACTIVE,2026-12-31
AKEDEJOE FAMILY THERAPY AND COTTAGE HOSPITAL LIMITED,PPB/A/3254,BU202607049,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,MISSION ROAD,,VALID,ACTIVE,2026-12-31
AKM HEALTH CENTRE  LTD  (Kirinyaga),PPB/A/1990,BU202606760,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,KAMUKUNJI ROAD,Kirinyaga,VALID,ACTIVE,2026-12-31
AL -SIHA NURSING HOME (Mandera),PPB/A/2003,BU202607943,PARTNERSHIP,HOSPITAL,2019,MANDERA NAIROBI HIGHWAY,Mandera,VALID,ACTIVE,2026-12-31
AL ABRAR NURSING HOME (Samburu),PPB/A/1720,BU202602630,SOLE PROPRIETOR,HOSPITAL,2015,KENYATTA STREET,Samburu,VALID,ACTIVE,2026-12-31
AL GADHIR CENTRE LIMITED (Nairobi),PPB/A/444,BU202605853,PRIVATE COMPANY (LIMITED),HOSPITAL,2014,SALIM,Nairobi,VALID,ACTIVE,2026-12-31
AL GHADIR CENTRE LIMITED- NAKURU (Nakuru),PPB/A/1831,BU202605854,PRIVATE COMPANY (LIMITED),HOSPITAL,2016,KARIBA ROAD,Nakuru,VALID,ACTIVE,2026-12-31
AL MANAAR MEDICAL CENTRE LIMITED (Nairobi),PPB/A/1672,BU202603265,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,KIPANDE ATHUMANI,Nairobi,VALID,ACTIVE,2026-12-31
AL RAHMA NURSING HOME LTD (Mandera),PPB/A/2010,BU202605856,PARTNERSHIP,HOSPITAL,2021,ARABIA MANDERA HIGHWAY,Mandera,VALID,ACTIVE,2026-12-31
AL YUSRAA MEDICAL CENTER,PPB/A/3032,BU202605855,SOLE PROPRIETOR,HOSPITAL,2018,KAJIADO -NAMANGA RD,Kajiado,VALID,ACTIVE,2026-12-31
AL-AMIN HOSPITAL LIMITED (Nairobi),PPB/A/1841,BU202605124,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,WOOD STREET,Nairobi,VALID,ACTIVE,2026-12-31
AL-BAITUL TIIBA HOSPITAL LIMITED (Garissa),PPB/A/2991,BU202604798,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,BULLA IFTIN,Garissa,VALID,ACTIVE,2026-12-31
AL-FIRDAUS HEALTH CARE,PPB/A/2887,BU202605857,PARTNERSHIP,HOSPITAL,2011,KIPCHOGE KEINO,Mombasa,VALID,ACTIVE,2026-12-31
AL-JAZEERA MEDICAL CENTRE LIMITED (Nairobi),PPB/A/340,BU202605427,PRIVATE COMPANY (LIMITED),HOSPITAL,2013,KIPANGA ATHUMANI RD,Nairobi,VALID,ACTIVE,2026-12-31
AL-MISBAH MEDICAL CENTER (Mandera),PPB/A/1955,BU202605860,PARTNERSHIP,HOSPITAL,2017,ALONG B9 MANDERA-WAJIR ROAD,Mandera,VALID,ACTIVE,2026-12-31
AL-NAS NURSING HOME  (Mandera),PPB/A/1741,BU202601155,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,KHADIJA STREET,Mandera,VALID,ACTIVE,2026-12-31
AL-UBEIDY HEALTHCARE CLINIC LIMITED (Mombasa),PPB/T/5880,BU202605858,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,KONGOWEA,Mombasa,VALID,ACTIVE,2026-12-31
ALBERTOL MEDICARE COMPANY LIMITED- KIMANA II,PPB/A/3174,BU202607869,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,KUKU- KIMANA,,VALID,ACTIVE,2026-12-31
ALBERTOL MEDICARE COMPANY LIMITED-KIMANA (Kajiado),PPB/A/1954,BU202607051,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,KIHORU,Kajiado,VALID,ACTIVE,2026-12-31
ALFATAH MEDICAL CLINIC/PHARMACY (Taita Taveta),PPB/A/1614,BU202606386,SOLE PROPRIETOR,HOSPITAL,2016,TAVETA/HOLILI ROAD,Taita Taveta,VALID,ACTIVE,2026-12-31
ALIBRAR MEDICAL CENTRE LIMITED,PPB/A/3016,BU202601215,PARTNERSHIP,HOSPITAL,2022,18 STREET,Nairobi,VALID,ACTIVE,2026-12-31
