Facility Name,Registration No,License Number,Ownership,License Type,Establishment Year,Street,County,Licence Status,Facility Status,Valid Till
PROVIDE INTERNATIONAL HEALTH CENTRE-KAYOLE (Nairobi),PPB/P/2175,BU202604154,SOLE PROPRIETOR,HOSPITAL,1993,"OFF SPINE ROAD ,KAYOLE",Nairobi,VALID,ACTIVE,2026-12-31
PRUDENT COTTAGE HOSPITAL (Nairobi),PPB/P/1995,BU202605686,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,KOMAROCK ROAD,Nairobi,VALID,ACTIVE,2026-12-31
QUEEN ESTHER ISEBANIA MODERN HOSPITAL,PPB/Q/114,BU202607263,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,MIGORI ISIBANIA ROAD,,VALID,ACTIVE,2026-12-31
QUEENS AND KINGS HEALTH CENTRE  (Embu),PPB/Q/76,BU202605958,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,EMBU-SIAKAGO HIGHWAY,Embu,VALID,ACTIVE,2026-12-31
QUICKEASE MEDICAL CENTER,PPB/Q/112,BU202605650,SOLE PROPRIETOR,HOSPITAL,2024,ZANZIBAR ROAD,,VALID,ACTIVE,2026-12-31
QUINTAS MEDICAL CENTRE LIMITED,PPB/Q/115,BU202607946,SOLE PROPRIETOR,HOSPITAL,2022,KISII-OYUGIS- KISUMU ROAD,,VALID,ACTIVE,2026-12-31
QUIVER MEDICAL CENTRE (Nairobi),PPB/Q/80,BU202601103,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,JAMES GICHURU,Nairobi,VALID,ACTIVE,2026-12-31
QURACLE NURSING HOME LIMITED,PPB/Q/93,BU202605930,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,MANDERA TOWN ROAD,Mandera,VALID,ACTIVE,2026-12-31
RACECOURSE HOSPITAL-LANGAS (Uasin Gishu),PPB/R/912,BU202602618,SOLE PROPRIETOR,HOSPITAL,2016,CHINESE GARAGE-PIONEER,Uasin Gishu,VALID,ACTIVE,2026-12-31
RADIANT GROUP OF HOSPITALS LIMITED  -  KIAMBU (Kiambu),PPB/R/946,BU202605692,PRIVATE COMPANY (LIMITED),HOSPITAL,2010,KIAMBU GITHUNGURI ROAD,Kiambu,VALID,ACTIVE,2026-12-31
RADIANT GROUP OF HOSPITALS LIMITED-UMOJA (Nairobi),PPB/R/911,BU202605292,PRIVATE COMPANY (LIMITED),HOSPITAL,2015,MOI DRIVE,Nairobi,VALID,ACTIVE,2026-12-31
RADIANT GROUP OF HOSPITALS LTD-KASARANI (Nairobi),PPB/R/332,BU202605704,PRIVATE COMPANY (LIMITED),HOSPITAL,2012,KASARANI-MWIKI RD,Nairobi,VALID,ACTIVE,2026-12-31
RADIANT GROUP OF HOSPITALS LTD-PANGANI (Nairobi),PPB/R/313,BU202605702,PRIVATE COMPANY (LIMITED),HOSPITAL,2012,JUJAH ROAD,Nairobi,VALID,ACTIVE,2026-12-31
RAM HOSPITAL LTD (Kisii),PPB/R/255,BU202605286,PRIVATE COMPANY (LIMITED),HOSPITAL,2000,COURT RD,Kisii,VALID,ACTIVE,2026-12-31
RANDAS MEDICAL SERVICES LTD (Kilifi),PPB/R/1087,BU202606382,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,CASAURINA ROAD,Kilifi,VALID,ACTIVE,2026-12-31
RAPHA DIALYSIS AND DIAGNOSTIC CENTRE COMPANY LIMITED (Uasin Gishu),PPB/R/892,BU202605931,PARTNERSHIP,HOSPITAL,2016,NANDI ROAD,Uasin Gishu,VALID,ACTIVE,2026-12-31
RAPHA HOSPITAL & CLINICS,PPB/R/1509,BU202604042,PRIVATE COMPANY (LIMITED),HOSPITAL,2016,NANDI ROAD,,VALID,ACTIVE,2026-12-31
RAPOGI COMMUNITY AND MATERNITY HEALTH CENTER   (Migori),PPB/R/1196,BU202603059,PRIVATE COMPANY (LIMITED),HOSPITAL,2005,AWENDO ROAD,Migori,VALID,ACTIVE,2026-12-31
RAVINE GLORY HEALTHCARE SERVICES LIMITED-RAVINE TOWN,PPB/R/1475,BU202600947,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,MARKET  ROAD,,VALID,ACTIVE,2026-12-31
RAVINE GLORY HOSPITAL LTD/MOGOTIO,PPB/R/1269,BU202601649,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,NAKURU-SIGOR ROAD,Baringo,VALID,ACTIVE,2026-12-31
REALE HOSPITAL CLINIC KAPSABET (Nandi),PPB/R/973,BU202606428,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,-,Nandi,VALID,ACTIVE,2026-12-31
REALE HOSPITAL CLINIC KITALE (Trans Nzoia),PPB/R/1172,BU202606429,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,KENYATTA STREET,Trans Nzoia,VALID,ACTIVE,2026-12-31
REALE HOSPITAL LTD (Uasin Gishu),PPB/R/0457,BU202605843,SOLE PROPRIETOR,HOSPITAL,2015,NYERERE ROAD,Uasin Gishu,VALID,ACTIVE,2026-12-31
REALE HOSPITAL UTAWALA LIMITED (Nairobi),PPB/R/1123,BU202606115,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,UTAWALA ROAD,Nairobi,VALID,ACTIVE,2026-12-31
REALE MEDICAL CENTRE LIMITED ELDORET (Uasin Gishu),None,BU202605932,PRIVATE COMPANY (LIMITED),HOSPITAL,,,Uasin Gishu,VALID,ACTIVE,2026-12-31
REFINE PLASTIC & AESTHETIC SURGERY CENTRE LIMITED,PPB/R/1468,BU202600139,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,NGONG ROAD,,VALID,ACTIVE,2026-12-31
REHEMA HOSPICE AND CLINIC LIMITED  (Homa Bay),PPB/R/1499,BU202607342,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,KISUMU OYUGIS ROAD,Homa Bay,VALID,ACTIVE,2026-12-31
REHNET MEDICAL CENTRE (Nairobi),PPB/R/1419,BU202601661,PARTNERSHIP,HOSPITAL,2017,KWA NDEGE,Nairobi,VALID,ACTIVE,2026-12-31
RELIANCE HOSPITAL LIMTED (Nairobi),PPB/R/1079,BU202600138,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,OLE SHAPARA,Nairobi,VALID,ACTIVE,2026-12-31
REMOTE MEDICAL SUPPORT KENYA LIMITED (Nairobi),PPB/R/1033,BU202600944,PRIVATE COMPANY (LIMITED),HOSPITAL,2015,MARULA LANE,Nairobi,VALID,ACTIVE,2026-12-31
RESTORE HOSPITAL (Nairobi),PPB/R/1177,BU202601572,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,FANA ROAD,Nairobi,VALID,ACTIVE,2026-12-31
RFH HEALTHCARE ( KENYA) LIMITED (Nairobi),PPB/R/1179,BU202604950,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,"KANGUNDO ROAD, RUAI",Nairobi,VALID,ACTIVE,2026-12-31
RFH HEALTHCARE IMAARA (Nairobi),PPB/R/1410,BU202604953,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,MOMBASA ROAD,Nairobi,VALID,ACTIVE,2026-12-31
RFH HEALTHCARE KIAMBU ROAD,PPB/R/1390,BU202605027,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,KIAMBU ROAD,,VALID,ACTIVE,2026-12-31
RFH HEALTHCARE-KOMAROCK (Nairobi),PPB/R/1294,BU202601541,PRIVATE COMPANY (LIMITED),HOSPITAL,2012,KANGUNDO ROAD,Nairobi,VALID,ACTIVE,2026-12-31
RFH HEALTHCARE-RUIRU KAMAKIS,PPB/R/1207,BU202604951,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,EASTERN BYPASS,Kiambu,VALID,ACTIVE,2026-12-31
RFH HEALTHCARE-SYOKIMAU,PPB/R/1303,BU202605026,PRIVATE COMPANY (LIMITED),HOSPITAL,2012,OFF. NAIROBI/MOMBASA HIGHWAY,Machakos,VALID,ACTIVE,2026-12-31
RFH-HEALTHCARE-NYAYO EMBAKASI,PPB/R/1208,BU202605024,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,MAMLAKA LANE,Nairobi,VALID,ACTIVE,2026-12-31
RFH-RUAKA HOSPITAL (Kiambu),PPB/R/1170,BU202605025,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,KIAMBAA,Kiambu,VALID,ACTIVE,2026-12-31
RHAMU NURSING HOME (Mandera),PPB/R/1156,BU202606227,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,RAMU ROAD,Mandera,VALID,ACTIVE,2026-12-31
RHEEMAH HOSPITAL-LIMITED,PPB/R/1273,BU202606431,PRIVATE COMPANY (LIMITED),HOSPITAL,2016,FEDHA-ROAD,Nairobi,VALID,ACTIVE,2026-12-31
RIGHTEOUSNESS THROUGH CHRIST (RTC) MEDICAL CENTRE,PPB/R/1343,BU202607356,PARTNERSHIP,HOSPITAL,2016,OYUGIS-KENDU BAY,Homa Bay,VALID,ACTIVE,2026-12-31
RIMAAL PRIME COMMUNITY HOSPITAL PHARMACY (Machakos),PPB/R/996,BU202605933,SOLE PROPRIETOR,HOSPITAL,2018,THIKA - GARISSA ROAD,Machakos,VALID,ACTIVE,2026-12-31
RITE AID MEDICAL PHARMACY (Nairobi),PPB/R/881,BU202605934,PARTNERSHIP,HOSPITAL,2015,FAIRVIEW ROAD,Nairobi,VALID,ACTIVE,2026-12-31
RIVERDALE MEDICAL CENTRE (Nairobi),PPB/R/1067,BU202607691,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,NAUSHAD MERALI DRIVE,Nairobi,VALID,ACTIVE,2026-12-31
ROM VITALITY CLINIC LIMITED,PPB/R/1552,BU202605329,PRIVATE COMPANY (LIMITED),HOSPITAL,2025,FOREST LINE ROAD,,VALID,ACTIVE,2026-12-31
RONGAI ORTHOPAEDIC MEDICAL SERVICES (Kajiado),PPB/R/1061,BU202605578,SOLE PROPRIETOR,HOSPITAL,2010,GATAKA RD,Kajiado,VALID,ACTIVE,2026-12-31
ROPAS MEDICAL CLINIC,PPB/R/1553,BU202605796,SOLE PROPRIETOR,HOSPITAL,2018,ENTERPRISE ROAD,,VALID,ACTIVE,2026-12-31
ROYAL DENTAL CLINIC HOMABAY,PPB/R/1462,BU202606430,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,MAIN STREET,,VALID,ACTIVE,2026-12-31
ROYAL DENTAL CLINIC LIMITED,PPB/R/1225,BU202606432,PRIVATE COMPANY (LIMITED),HOSPITAL,2016,OGINGA ODINGA,Kisumu,VALID,ACTIVE,2026-12-31
ROYAL MEDICAL HOSPITAL AND MATERNITY HOME LTD DOCTORS PLAZA,PPB/R/1396,BU202601672,PRIVATE COMPANY (LIMITED),HOSPITAL,2012,RONGO KISII RD,,VALID,ACTIVE,2026-12-31
ROYAL ST.MONICAH MEDICAL CENTRE (Laikipia),PPB/R/1197,BU202605110,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,RUMURUTI ROAD,Laikipia,VALID,ACTIVE,2026-12-31
ROYAL ST.PETER HEALTH CENTRE (Kilifi),PPB/R/1119,BU202600065,SOLE PROPRIETOR,HOSPITAL,2020,CASUARINA ROAD,Kilifi,VALID,ACTIVE,2026-12-31
ROYALSTAR FAMILY HOSPITAL (Makueni),PPB/R/1083,BU202607444,PARTNERSHIP,HOSPITAL,2019,WOTE MAKINDU ROAD,Makueni,VALID,ACTIVE,2026-12-31
RUAI FAMILY HOSPITAL (Nairobi),PPB/R/297,BU202604952,SOLE PROPRIETOR,HOSPITAL,2012,KANGUNDO RD,Nairobi,VALID,ACTIVE,2026-12-31
RUAI FAMILY HOSPITAL- TALA (Machakos),PPB/R/1178,BU202601695,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,TALA STREET,Machakos,VALID,ACTIVE,2026-12-31
RUARAKA UHAI NEEMA HOSPITAL (Nairobi),PPB/R/1203,BU202601569,SOLE PROPRIETOR,HOSPITAL,2008,OFF THIKA ROAD,Nairobi,VALID,ACTIVE,2026-12-31
RUIRI CATHOLIC MISSION HEALT CENTRE (Meru),PPB/R/1187,BU202606433,PRIVATE COMPANY (LIMITED),HOSPITAL,2005,RUIRI-KIANJAI ROAD,Meru,VALID,ACTIVE,2026-12-31
RUIRU HOSPITAL LTD (Kiambu),PPB/R/286,BU202606434,PRIVATE COMPANY (LIMITED),HOSPITAL,1914,MATHIGU ROAD,Kiambu,VALID,ACTIVE,2026-12-31
SABA MEDICAL CENTER,PPB/S/9014,BU202607675,SOLE PROPRIETOR,HOSPITAL,2022,MURANG'A NAIROBI ROAD,Murang'a,VALID,ACTIVE,2026-12-31
SABATIA EYE HOSPITAL LIMITED (Vihiga),PPB/S/1443,BU202605290,PRIVATE COMPANY (LIMITED),HOSPITAL,1997,CHAVAKALI/KAPSABET ROAD,Vihiga,VALID,ACTIVE,2026-12-31
SABATIA EYE HOSPITAL LIMITED - ELDORET (Uasin Gishu),PPB/S/1620,BU202606435,PARTNERSHIP,HOSPITAL,2021,NADI-MTRH ROAD,Uasin Gishu,VALID,ACTIVE,2026-12-31
SABATIA EYE HOSPITAL-KISUMU CLINIC (Kisumu),PPB/S/1505,BU202605935,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,LODWAR ROAD,Kisumu,VALID,ACTIVE,2026-12-31
SAFIWAYS HEALTHCARE,PPB/S/9342,BU202605936,SOLE PROPRIETOR,HOSPITAL,2024,LUCKY SUMMER ROAD,,VALID,ACTIVE,2026-12-31
SAGITIAN MEDICAL CENTRE PHARMACY,PPB/S/9121,BU202603079,SOLE PROPRIETOR,HOSPITAL,2017,POSTA,Baringo,VALID,ACTIVE,2026-12-31
SALAMA CANCER CENTRE LIMITED (Kisumu),PPB/S/1582,BU202601647,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,MORARA ROAD,Kisumu,VALID,ACTIVE,2026-12-31
SAMAKAAL DERMATOLOGY MEDICAL CENTER LIMITED,PPB/S/9391,BU202602234,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,4TH PARKLANDS AVENUE,,VALID,ACTIVE,2026-12-31
SAMARITAN EYE AND RETINA CENTER,PPB/S/9401,BU202607383,SOLE PROPRIETOR,HOSPITAL,2024,LUSAKA ROAD,,VALID,ACTIVE,2026-12-31
SANTEREVA GROUP LIMITED (Nairobi),PPB/S/1515,BU202600184,PRIVATE COMPANY (LIMITED),HOSPITAL,2016,MUGUMO ROAD,Nairobi,VALID,ACTIVE,2026-12-31
SAVANI NURSING AND MATERNITY CENTRE LIMITED (Mombasa),PPB/S/1615,BU202601646,SOLE PROPRIETOR,HOSPITAL,2014,MWINGI BABU ROAD,Mombasa,VALID,ACTIVE,2026-12-31
SAVANNAH ROYAL HOSPITAL GARISSA LIMITED,PPB/S/9101,BU202602908,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,KISMAYU ROAD,Garissa,VALID,ACTIVE,2026-12-31
SAYYIDA FATIMAH HOSPITAL (Mombasa),PPB/S/644,BU202605844,SOLE PROPRIETOR,HOSPITAL,0000,OLD MALINDI RD,Mombasa,VALID,ACTIVE,2026-12-31
SCHARTS MEDICAL CENTRE (Kwale),PPB/S/1545,BU202603072,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,ZIWANI ROAD,Kwale,VALID,ACTIVE,2026-12-31
SCION HOSPITAL LIMITED - IMARA DAIMA (Nairobi),PPB/S/9285,BU202607385,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,MOSES TANUI RD,Nairobi,VALID,ACTIVE,2026-12-31
SEASIDE MEDICAL FACILITY (Mombasa),PPB/S/1184,BU202604004,PARTNERSHIP,HOSPITAL,2017,SAUTI YA KENYA ROAD,Mombasa,VALID,ACTIVE,2026-12-31
SEED OF HOPE DISPENSARY (Trans Nzoia),PPB/S/9064,BU202605983,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,ISOLATED,Trans Nzoia,VALID,ACTIVE,2026-12-31
SHABAHA CANCER CENTRE,PPB/S/9031,BU202605706,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,CITY PARK DRIVE,Nairobi,VALID,ACTIVE,2026-12-31
SHAFIN MEDICARE LIMITED (Wajir),PPB/S/1607,BU202602252,PRIVATE COMPANY (LIMITED),HOSPITAL,2016,ELDAS,Wajir,VALID,ACTIVE,2026-12-31
"SHAMAAL HOSPITAL-BANISA LIMITED ,MANDERA",PPB/S/9304,BU202606377,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,BANISA MANDERA ROAD,,VALID,ACTIVE,2026-12-31
SHELLY BEACH HOSPITAL (Mombasa),PPB/S/1269,BU202602628,SOLE PROPRIETOR,HOSPITAL,2017,SHELLY BEACH,Mombasa,VALID,ACTIVE,2026-12-31
SHEPHER LIFECARE MEDICAL CENTER,PPB/S/9227,BU202603595,SOLE PROPRIETOR,HOSPITAL,2023,SONDU HIGHWAY,,VALID,ACTIVE,2026-12-31
SHINING HOPE FOR COMMUNITIES (SHOFCO) - MATHARE CLINIC (Nairobi),PPB/S/9052,BU202603579,PRIVATE COMPANY (LIMITED),HOSPITAL,2013,MATHARE 4B,Nairobi,VALID,ACTIVE,2026-12-31
SHINING HOPE FOR COMMUNITIES - MAKINA CLINIC (Nairobi),PPB/S/9054,BU202607844,PRIVATE COMPANY (LIMITED),HOSPITAL,2010,SHEIKMAHMUD,Nairobi,VALID,ACTIVE,2026-12-31
SHINNING HOPE FOR COMMUNITIES (SHOFCO) - CHANDARIA CLINIC (Nairobi),PPB/S/9553,BU202605617,PRIVATE COMPANY (LIMITED),HOSPITAL,2026,KIBERA DRIVE,Nairobi,VALID,ACTIVE,2026-12-31
SHREE SWAMINARAYAN HOSPITAL (Nairobi),PPB/S/1431,BU202600126,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,OFF LANGATA ROAD,Nairobi,VALID,ACTIVE,2026-12-31
SIDAI LONESTAR HEALTHCARE LTD,PPB/S/9187,BU202601657,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,NGONG- KISERIAN,Kajiado,VALID,ACTIVE,2026-12-31
SIHA MEDICAL HOME LTD HOLA (Tana River),PPB/S/1591,BU202607379,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,COUNTY HEAD OFFICE ROAD,Tana River,VALID,ACTIVE,2026-12-31
SIHA NJEMA HOSPITAL LTD (Meru),PPB/S/1663,BU202605109,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,MERU-EMBU HIGHWAY,Meru,VALID,ACTIVE,2026-12-31
SILENT HILL MEDICAL CLINIC LIMITED (Nairobi),PPB/S/1410,BU202606719,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,KANGUNDO ROAD,Nairobi,VALID,ACTIVE,2026-12-31
SILOAM HOSPITAL LIMITED - MEDICAL CENTRE KERICHO,PPB/S/9460,BU202601049,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,ALONG KERICHO-KISUMU ROAD,,VALID,ACTIVE,2026-12-31
SILOAM HOSPITAL LIMITED-KERICHO (Kericho),PPB/S/565,BU202600128,PRIVATE COMPANY (LIMITED),HOSPITAL,1997,KISUMU NAIROBI ROAD,Kericho,VALID,ACTIVE,2026-12-31
SILOAM HOSPITAL LIMITED-MEDICAL CENTRE LITEIN TOWN,PPB/S/9527,BU202601052,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,KERICHO-SOTIK ROAD,,VALID,ACTIVE,2026-12-31
SILOAM HOSPITAL-BOMET,PPB/S/9191,BU202601050,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,ALONG KAPLONG MARA RIVER ROAD,Bomet,VALID,ACTIVE,2026-12-31
SILVERWOOD MEDICAL CENTRE LTD,PPB/S/9520,BU202603100,PRIVATE COMPANY (LIMITED),HOSPITAL,2025,ELGEYO MARAKWET ROAD,,VALID,ACTIVE,2026-12-31
SIMSIM HEALTHCARE LIMITED,PPB/S/9497,BU202605108,PRIVATE COMPANY (LIMITED),HOSPITAL,2025,MANDERA-ARABIA ROAD,,VALID,ACTIVE,2026-12-31
SINAIA MEDICAL CENTRE LIMITED (Nakuru),PPB/S/6794,BU202607182,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,SENGTON KAMWAI,Nakuru,VALID,ACTIVE,2026-12-31
SIRON FAMILY HEALTH CENTER LIMITED (Kiambu),PPB/S/9267,BU202606437,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,THIKA MANG\'U ROAD,Kiambu,VALID,ACTIVE,2026-12-31
SISIT MEDICAL SERVICES LIMITED  (Uasin Gishu),PPB/S/6796,BU202600122,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,ELDORET/KAPSABET,Uasin Gishu,VALID,ACTIVE,2026-12-31
SISTERS OF \MARY IMMACULATE OUR LADY OF LOURDES MWEA HOSPITAL (Kirinyaga),PPB/S/1569,BU202604403,SOLE PROPRIETOR,HOSPITAL,1962,ALONG NGUKA ROAD,Kirinyaga,VALID,ACTIVE,2026-12-31
SKIN HUB CLINIC LIMITED (Nyeri),PPB/S/9375,BU202601692,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,STREET KIMATHI,Nyeri,VALID,ACTIVE,2026-12-31
SOCIAL SERVICE LEAGUE M.P. SHAH HOSPITAL (Nairobi),PPB/S/396,BU202601384,PRIVATE COMPANY (LIMITED),HOSPITAL,1914,SHIVACHI RD,Nairobi,VALID,ACTIVE,2026-12-31
SOCIAL SERVICE LEAGUE- MP SHAH DINSHAW BYRAMJI DISPENSARY  (Nairobi),PPB/S/1358,BU202601690,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,UYOMA STREET,Nairobi,VALID,ACTIVE,2026-12-31
SOCIAL SERVICE LEAGUE- SPRING VALLEY MEDICAL CENTRE (Nairobi),PPB/W/7328,BU202605107,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,SPRING VALLEY,Nairobi,VALID,ACTIVE,2026-12-31
SOGLE NURSING HOME LTD (Mandera),PPB/S/1522,BU202601565,PARTNERSHIP,HOSPITAL,2020,ARABIA ROAD,Mandera,VALID,ACTIVE,2026-12-31
SONAK COMMUNITY MEDICAL CENTRE (Kakamega),PPB/S/1716,BU202606438,SOLE PROPRIETOR,HOSPITAL,2008,KWISERO-IKOLOMANI ROAD,Kakamega,VALID,ACTIVE,2026-12-31
SOUTH B HOSPITAL (Nairobi),PPB/S/632,BU202607697,PRIVATE COMPANY (LIMITED),HOSPITAL,1914,KAPITI CRESCENT RD,Nairobi,VALID,ACTIVE,2026-12-31
SOUTH LAKE MEDICAL CLINIC LTD-NAIVASHA (Nakuru),PPB/S/1579,BU202606029,PARTNERSHIP,HOSPITAL,2020,MOI SOUTH LAKE ROAD,Nakuru,VALID,ACTIVE,2026-12-31
SOUTHRIFT HOSPITAL LIMITED,PPB/S/9166,BU202607912,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,KERICHO SOTIK ROAD,Kericho,VALID,ACTIVE,2026-12-31
SPINE CLINIC AFRICA LTD (Nairobi),PPB/S/1411,BU202601585,PRIVATE COMPANY (LIMITED),HOSPITAL,2016,3RD PARKLANDS AVE,Nairobi,VALID,ACTIVE,2026-12-31
ST  JUDE THADDEUS MEDICAL CENTRE  KAMUNGEI LIMITED (Trans Nzoia),PPB/S/1600,BU202607817,PRIVATE COMPANY (LIMITED),HOSPITAL,2012,KITALE KINYORO ROAD,Trans Nzoia,VALID,ACTIVE,2026-12-31
ST . BRIDGET DISPENSARY (Nairobi),PPB/S/1442,BU202607397,PRIVATE COMPANY (LIMITED),HOSPITAL,1987,GENERAL WARUINGE STREET,Nairobi,VALID,ACTIVE,2026-12-31
ST AKIDIVA MEMORIAL HOSPITAL (Migori),PPB/S/578,BU202604580,PARTNERSHIP,HOSPITAL,2006,MIGORI ISEBANIA,Migori,VALID,ACTIVE,2026-12-31
ST ANNE MISSION HOSPITAL_IGOJI (Meru),PPB/S/1360,BU202605420,SOLE PROPRIETOR,HOSPITAL,2003,KINORO ROAD,Meru,VALID,ACTIVE,2026-12-31
ST BAKHITAS MISSION HEALTH FACILITY (Bungoma),PPB/S/1743,BU202606439,PRIVATE COMPANY (LIMITED),HOSPITAL,2016,MISIKHU _MAGEMO  ROAD,Bungoma,VALID,ACTIVE,2026-12-31
ST BRIGITTA'S CATHOLIC HOSPITAL (Uasin Gishu),PPB/S/1307,BU202603662,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,KAPSABET RD,Uasin Gishu,VALID,ACTIVE,2026-12-31
ST CAMILLUS HOSPITAL (Migori),PPB/S/1711,BU202600096,PARTNERSHIP,HOSPITAL,2000,SORI- MAGUNGA,Migori,VALID,ACTIVE,2026-12-31
"ST CHARLES LANGWA CATHOLI HEALTH CENTER,KAMIRITHU (Nairobi)",PPB/S/1717,BU202607073,PRIVATE COMPANY (LIMITED),HOSPITAL,1980,KAUNDA STREET,Kiambu,VALID,ACTIVE,2026-12-31
ST GALLEN ONCOLOGY NETWORK (Kakamega),PPB/S/1586,BU202605694,SOLE PROPRIETOR,HOSPITAL,2021,LURAMBI,Kakamega,VALID,ACTIVE,2026-12-31
ST HELIER HEALTH CARE SERVICES LIMITED,PPB/S/6787,BU202606031,PRIVATE COMPANY (LIMITED),HOSPITAL,2015,OMOLO AGAR ROAD,Kisumu,VALID,ACTIVE,2026-12-31
ST JOHN'S DIVINE NURSING HOME NYERI (Nyeri),PPB/S/1671,BU202606742,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,OFF NYERI - NANYUKI ROAD,Nyeri,VALID,ACTIVE,2026-12-31
ST JOHNS MAGENA MEDICAL CLINIC,PPB/S/9529,BU202605106,SOLE PROPRIETOR,HOSPITAL,2025,KISII MIGORI ROAD,,VALID,ACTIVE,2026-12-31
ST JOHN\'S MISSION HOSPITAL SIRENDE (Trans Nzoia),PPB/S/9222,BU202600100,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,ELDORET-KITALE,Trans Nzoia,VALID,ACTIVE,2026-12-31
ST JOSEPH CATHOLIC DISPENSARY GITHURAI,PPB/S/9089,BU202607399,PUBLIC COMPANY,HOSPITAL,2005,KAHAWA WENDANI ROAD,Kiambu,VALID,ACTIVE,2026-12-31
ST JOSEPH HEALTH CENTRE NGANDO,PPB/S/9155,BU202604419,PRIVATE COMPANY (LIMITED),HOSPITAL,1993,GRACE WAHU ROAD,Nairobi,VALID,ACTIVE,2026-12-31
ST JOSEPH MUKASA HEALTH CENTRE (Nairobi),PPB/S/1726,BU202607390,PARTNERSHIP,HOSPITAL,2021,KAHAWA WEST,Nairobi,VALID,ACTIVE,2026-12-31
"ST JOSEPH, THE WORKER DISPENSARY KANGEMI (Nairobi)",PPB/S/1686,BU202606440,PARTNERSHIP,HOSPITAL,2005,THIONG'O ROAD,Nairobi,VALID,ACTIVE,2026-12-31
ST JOSEPHS MISSION HOSPITAL KILGORIS (Narok),PPB/S/1672,BU202602909,PRIVATE COMPANY (LIMITED),HOSPITAL,1972,MISSION HOSPITAL ROAD,Narok,VALID,ACTIVE,2026-12-31
ST JUDE CATHOLIC DISPENSARY (Uasin Gishu),PPB/S/1235,BU202606037,SOLE PROPRIETOR,HOSPITAL,2008,UGANDA ROAD,Uasin Gishu,VALID,ACTIVE,2026-12-31
ST LEONARDS HOSPITAL COMPLEX (Kericho),PPB/S/1627,BU202606741,PRIVATE COMPANY (LIMITED),HOSPITAL,1985,KIPCHINCHIM MATOBO ROAD,Kericho,VALID,ACTIVE,2026-12-31
ST MARY'S MISSION MBITA HEALTHCARE CENTRE (Homa Bay),PPB/S/1733,BU202601652,PARTNERSHIP,HOSPITAL,2021,MBITA RD,Homa Bay,VALID,ACTIVE,2026-12-31
ST MARY'S MOTHER AND CHILD HOSPITAL (Kiambu),PPB/S/1331,BU202607547,SOLE PROPRIETOR,HOSPITAL,2018,KIAMBU/NDUMBERI RD,Kiambu,VALID,ACTIVE,2026-12-31
